AFGHANI_femalePercent,AFGHANI_frequency,AFGHANI_malePercent,AMBIGUOUS_femalePercent,AMBIGUOUS_frequency,AMBIGUOUS_malePercent,ANGLO_femalePercent,ANGLO_frequency,ANGLO_malePercent,ARABIC_femalePercent,ARABIC_frequency,ARABIC_malePercent,CHINESE_femalePercent,CHINESE_frequency,CHINESE_malePercent,FARSI_femalePercent,FARSI_frequency,FARSI_malePercent,FRENCH_femalePercent,FRENCH_frequency,FRENCH_malePercent,GERMAN_femalePercent,GERMAN_frequency,GERMAN_malePercent,HISPANIC_femalePercent,HISPANIC_frequency,HISPANIC_malePercent,INDIAN_femalePercent,INDIAN_frequency,INDIAN_malePercent,INDONESIAN_femalePercent,INDONESIAN_frequency,INDONESIAN_malePercent,JAPANESE_femalePercent,JAPANESE_frequency,JAPANESE_malePercent,KOREAN_femalePercent,KOREAN_frequency,KOREAN_malePercent,PAKISTANI_femalePercent,PAKISTANI_frequency,PAKISTANI_malePercent,POLISH_femalePercent,POLISH_frequency,POLISH_malePercent,PORTUGUESE_femalePercent,PORTUGUESE_frequency,PORTUGUESE_malePercent,RUSSIAN_femalePercent,RUSSIAN_frequency,RUSSIAN_malePercent,THAI_femalePercent,THAI_frequency,THAI_malePercent,TURKISH_femalePercent,TURKISH_frequency,TURKISH_malePercent,VIETNAMESE_femalePercent,VIETNAMESE_frequency,VIETNAMESE_malePercent,YORUBAN_femalePercent,YORUBAN_frequency,YORUBAN_malePercent,FrequencyAllCultures,FemalePercentAllCultures,MalePercentAllCultures
0,0,100,0,0,0,0,93,98,2,13,95,0,18,98,0,4,100,0,39,97,0,68,98,2,27,95,0,18,97,0,14,98,0,9,97,0,6,98,3,5,95,1,9,96,0,16,98,0,11,98,0,4,89,0,4,100,5,3,89,0,16,97,94,0,98
